X_axis;Y_axis;R;G;B;Camera;Photo_number;Color
534;519;198;233;153;iPhone 12 Pro;legocolor186.png;Yellowish Green
480;551;199;197;156;iPhone 12 Pro;legocolor186.png;Tan
503;578;200;197;154;iPhone 12 Pro;legocolor186.png;Tan
485;636;205;62;48;iPhone 12 Pro;legocolor186.png;Red
520;670;214;52;39;iPhone 12 Pro;legocolor186.png;Red
627;695;131;130;125;iPhone 12 Pro;legocolor186.png;Dark Bluish Grey
679;724;143;145;142;iPhone 12 Pro;legocolor186.png;Dark Bluish Grey
815;670;32;36;39;iPhone 12 Pro;legocolor186.png;Black
868;715;87;82;76;iPhone 12 Pro;legocolor186.png;Black
930;616;132;161;169;iPhone 12 Pro;legocolor186.png;Light Bluish Grey
1014;671;134;161;168;iPhone 12 Pro;legocolor186.png;Light Bluish Grey
100;798;204;98;10;iPhone 12 Pro;legocolor187.png;Orange
312;782;244;148;74;iPhone 12 Pro;legocolor187.png;Orange
411;729;97;161;189;iPhone 12 Pro;legocolor187.png;Medium Azure
602;683;87;153;187;iPhone 12 Pro;legocolor187.png;Medium Azure
717;624;57;117;177;iPhone 12 Pro;legocolor187.png;Dark Azure
729;735;62;117;173;iPhone 12 Pro;legocolor187.png;Dark Azure
776;600;177;202;198;iPhone 12 Pro;legocolor187.png;Aqua
777;641;174;200;197;iPhone 12 Pro;legocolor187.png;Aqua
809;547;206;172;39;iPhone 12 Pro;legocolor187.png;Yellow
843;605;235;224;202;iPhone 12 Pro;legocolor187.png;Yellow
904;598;205;185;99;iPhone 12 Pro;legocolor187.png;Bright Light Yellow
930;622;213;193;106;iPhone 12 Pro;legocolor187.png;Bright Light Yellow
945;481;201;145;172;iPhone 12 Pro;legocolor187.png;Bright Pink
979;538;209;153;180;iPhone 12 Pro;legocolor187.png;Bright Pink
303;960;186;182;170;iPhone 12 Pro;legocolor187.png;White
435;988;198;194;182;iPhone 12 Pro;legocolor187.png;White
573;970;211;225;140;iPhone 12 Pro;legocolor187.png;Yellowish Green
621;1012;175;189;114;iPhone 12 Pro;legocolor187.png;Yellowish Green
772;976;178;155;105;iPhone 12 Pro;legocolor187.png;Tan
867;1025;174;156;120;iPhone 12 Pro;legocolor187.png;Tan
988;958;151;59;48;iPhone 12 Pro;legocolor187.png;Red
1029;1043;173;61;57;iPhone 12 Pro;legocolor187.png;Red
1078;810;108;108;106;iPhone 12 Pro;legocolor187.png;Dark Bluish Grey
1136;906;118;118;118;iPhone 12 Pro;legocolor187.png;Dark Bluish Grey
1206;708;62;59;52;iPhone 12 Pro;legocolor187.png;Black
1236;719;73;70;63;iPhone 12 Pro;legocolor187.png;Black
1143;586;136;136;136;iPhone 12 Pro;legocolor187.png;Light Bluish Grey
1194;636;144;146;145;iPhone 12 Pro;legocolor187.png;Light Bluish Grey
197;519;178;80;7;iPhone 12 Pro;legocolor188.png;Orange
333;577;210;109;41;iPhone 12 Pro;legocolor188.png;Orange
518;472;39;96;113;iPhone 12 Pro;legocolor188.png;Medium Azure
691;569;56;109;123;iPhone 12 Pro;legocolor188.png;Medium Azure
829;554;26;79;119;iPhone 12 Pro;legocolor188.png;Dark Azure
856;673;24;76;113;iPhone 12 Pro;legocolor188.png;Dark Azure
942;561;136;154;142;iPhone 12 Pro;legocolor188.png;Aqua
977;602;142;165;147;iPhone 12 Pro;legocolor188.png;Aqua
1063;550;172;139;24;iPhone 12 Pro;legocolor188.png;Yellow
1064;610;179;142;25;iPhone 12 Pro;legocolor188.png;Yellow
1177;626;189;168;77;iPhone 12 Pro;legocolor188.png;Bright Light Yellow
1195;649;195;174;81;iPhone 12 Pro;legocolor188.png;Bright Light Yellow
1313;542;165;114;131;iPhone 12 Pro;legocolor188.png;Bright Pink
1306;544;172;119;135;iPhone 12 Pro;legocolor188.png;Bright Pink
153;709;118;104;78;iPhone 12 Pro;legocolor188.png;White
265;709;187;181;157;iPhone 12 Pro;legocolor188.png;White
399;845;152;164;80;iPhone 12 Pro;legocolor188.png;Yellowish Green
444;861;147;159;75;iPhone 12 Pro;legocolor188.png;Yellowish Green
537;923;140;123;80;iPhone 12 Pro;legocolor188.png;Tan
634;973;128;109;67;iPhone 12 Pro;legocolor188.png;Tan
739;963;117;18;12;iPhone 12 Pro;legocolor188.png;Red
780;1066;129;36;28;iPhone 12 Pro;legocolor188.png;Red
952;948;59;58;54;iPhone 12 Pro;legocolor188.png;Dark Bluish Grey
1071;961;57;58;52;iPhone 12 Pro;legocolor188.png;Dark Bluish Grey
1232;806;7;7;5;iPhone 12 Pro;legocolor188.png;Black
1346;805;16;16;14;iPhone 12 Pro;legocolor188.png;Black
1321;662;90;91;85;iPhone 12 Pro;legocolor188.png;Light Bluish Grey
1416;673;103;102;97;iPhone 12 Pro;legocolor188.png;Light Bluish Grey
535;332;227;124;55;iPhone 12 Pro;legocolor189.png;Orange
608;409;205;108;57;iPhone 12 Pro;legocolor189.png;Orange
678;408;64;151;205;iPhone 12 Pro;legocolor189.png;Medium Azure
757;456;60;149;205;iPhone 12 Pro;legocolor189.png;Medium Azure
781;464;30;113;191;iPhone 12 Pro;legocolor189.png;Dark Azure
799;537;31;116;197;iPhone 12 Pro;legocolor189.png;Dark Azure
891;482;162;220;244;iPhone 12 Pro;legocolor189.png;Aqua
865;555;127;180;212;iPhone 12 Pro;legocolor189.png;Aqua
978;508;188;165;59;iPhone 12 Pro;legocolor189.png;Yellow
971;535;185;166;64;iPhone 12 Pro;legocolor189.png;Yellow
994;567;181;184;131;iPhone 12 Pro;legocolor189.png;Bright Light Yellow
1014;587;180;182;132;iPhone 12 Pro;legocolor189.png;Bright Light Yellow
1117;549;171;139;206;iPhone 12 Pro;legocolor189.png;Bright Pink
1144;585;170;139;207;iPhone 12 Pro;legocolor189.png;Bright Pink
386;393;165;183;207;iPhone 12 Pro;legocolor189.png;White
448;488;173;193;218;iPhone 12 Pro;legocolor189.png;White
517;539;176;224;172;iPhone 12 Pro;legocolor189.png;Yellowish Green
544;550;146;185;138;iPhone 12 Pro;legocolor189.png;Yellowish Green
500;606;151;152;146;iPhone 12 Pro;legocolor189.png;Tan
557;634;95;88;78;iPhone 12 Pro;legocolor189.png;Tan
527;695;117;31;44;iPhone 12 Pro;legocolor189.png;Red
554;729;119;27;42;iPhone 12 Pro;legocolor189.png;Red
646;713;62;75;94;iPhone 12 Pro;legocolor189.png;Dark Bluish Grey
705;749;58;73;94;iPhone 12 Pro;legocolor189.png;Dark Bluish Grey
838;692;17;29;45;iPhone 12 Pro;legocolor189.png;Black
875;763;20;28;39;iPhone 12 Pro;legocolor189.png;Black
956;638;74;90;115;iPhone 12 Pro;legocolor189.png;Light Bluish Grey
973;703;79;95;120;iPhone 12 Pro;legocolor189.png;Light Bluish Grey
